customer_id,tenure_months,monthly_charges,total_charges,contract,internet_service,payment_method,tech_support,online_security,senior_citizen,churn
CUST-00632,24,18.09,457.18,One year,DSL,Electronic check,No,No,No,No
CUST-00633,32,67.78,2124.54,One year,DSL,Bank transfer,No,No,Yes,Yes
CUST-00634,28,40.16,1138.12,One year,DSL,Credit card,Yes,No,No,No
CUST-00635,14,57.77,817.5,One year,DSL,Bank transfer,No,No,No,Yes
CUST-00636,50,82.87,4361.44,Two year,Fiber optic,Credit card,Yes,No,No,No
CUST-00637,17,51.6,840.19,One year,DSL,Credit card,No,No,No,No
CUST-00638,22,72.55,1544.1,Month-to-month,DSL,Mailed check,No,No,No,No
CUST-00639,58,59.82,3359.53,Month-to-month,Fiber optic,Bank transfer,No,Yes,No,No
CUST-00640,69,83.13,5314.6,One year,DSL,Bank transfer,Yes,No,Yes,Yes
CUST-00641,49,78.4,3727.7,Month-to-month,No,Mailed check,No,No,Yes,No
CUST-00642,66,50.39,3526.83,Month-to-month,DSL,Electronic check,Yes,Yes,No,Yes
CUST-00643,62,62.95,4160.17,One year,Fiber optic,Electronic check,Yes,No,No,No
CUST-00644,35,92.05,3020.52,Month-to-month,DSL,Electronic check,No,No,Yes,Yes
CUST-00645,56,76.44,4251.91,One year,Fiber optic,Bank transfer,Yes,No,No,No
CUST-00646,24,33.47,788.03,One year,DSL,Electronic check,No,No,No,No
CUST-00647,34,82.73,2808.03,One year,DSL,Mailed check,No,No,No,Yes
CUST-00648,39,40.97,1611.82,One year,Fiber optic,Mailed check,No,Yes,No,No
CUST-00649,70,100.9,6520.85,Two year,Fiber optic,Mailed check,No,Yes,No,No
CUST-00650,62,91.58,5988.88,One year,No,Credit card,No,No,No,No
CUST-00651,36,73.96,2864.35,Two year,Fiber optic,Mailed check,No,No,Yes,No
CUST-00652,47,70.77,3407.83,Month-to-month,DSL,Electronic check,Yes,No,No,No
CUST-00653,15,61.98,953.57,One year,DSL,Credit card,No,No,No,No
CUST-00654,58,83.28,4851.86,One year,DSL,Credit card,No,No,No,No
CUST-00655,40,58.1,2262.38,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,No
CUST-00656,39,72.65,2674.22,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,No
CUST-00657,56,87.93,4990.31,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No
CUST-00658,46,53.52,2282.67,Month-to-month,DSL,Bank transfer,No,No,No,Yes
CUST-00659,6,52.21,329.52,Two year,No,Electronic check,No,Yes,No,No
CUST-00660,21,38.34,794.95,Month-to-month,No,Mailed check,No,No,Yes,No
CUST-00661,13,41.45,531.5,Month-to-month,Fiber optic,Electronic check,No,No,No,Yes
CUST-00662,53,23.12,1191.48,One year,Fiber optic,Bank transfer,No,No,No,No
CUST-00663,3,84.52,272.6,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No
CUST-00664,15,110.41,1570.01,Month-to-month,No,Electronic check,No,No,Yes,No
CUST-00665,44,101.21,4204.79,One year,Fiber optic,Electronic check,No,No,No,No
CUST-00666,51,27.97,1350.13,Month-to-month,Fiber optic,Bank transfer,Yes,No,No,No
CUST-00667,37,84.4,3202.01,Month-to-month,DSL,Electronic check,Yes,No,No,No
CUST-00668,62,101.13,6763.53,One year,DSL,Mailed check,Yes,Yes,No,No
CUST-00669,67,56.04,3595.77,One year,Fiber optic,Electronic check,No,No,No,No
CUST-00670,10,69.43,739.36,One year,DSL,Credit card,Yes,No,No,No
CUST-00671,69,18.81,1251.92,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes
CUST-00672,45,73.4,3381.16,Month-to-month,Fiber optic,Credit card,Yes,No,No,Yes
CUST-00673,46,41.47,1767.37,Two year,Fiber optic,Electronic check,Yes,Yes,Yes,No
CUST-00674,7,71.79,502.18,One year,Fiber optic,Electronic check,No,No,No,No
CUST-00675,45,29.53,1361.71,Month-to-month,No,Electronic check,No,Yes,No,No
CUST-00676,53,80.03,4266.24,Two year,DSL,Electronic check,No,Yes,No,No
CUST-00677,42,91.59,3685.42,Month-to-month,DSL,Mailed check,No,No,No,Yes
CUST-00678,7,48.2,355.13,One year,Fiber optic,Electronic check,Yes,No,No,No
CUST-00679,38,39.71,1622.49,One year,DSL,Credit card,No,No,No,No
CUST-00680,68,18.0,1216.01,Two year,No,Mailed check,No,No,No,No
CUST-00681,53,60.61,3282.19,Two year,Fiber optic,Electronic check,No,Yes,Yes,No
CUST-00682,10,53.04,555.05,Month-to-month,No,Mailed check,No,Yes,No,Yes
CUST-00683,70,29.78,1998.38,One year,DSL,Electronic check,Yes,Yes,No,No
CUST-00684,70,77.87,5768.75,Month-to-month,DSL,Electronic check,No,No,No,No
CUST-00685,13,56.2,704.91,One year,Fiber optic,Electronic check,No,No,No,Yes
CUST-00686,58,41.18,2493.85,One year,DSL,Electronic check,Yes,Yes,No,No
CUST-00687,30,53.69,1510.73,Month-to-month,DSL,Electronic check,No,No,No,Yes
CUST-00688,43,92.71,3851.55,Month-to-month,No,Credit card,Yes,No,Yes,Yes
CUST-00689,33,81.47,2702.97,Month-to-month,No,Bank transfer,Yes,No,No,Yes
CUST-00690,57,63.88,3655.68,Month-to-month,Fiber optic,Credit card,No,No,No,No
CUST-00691,72,81.86,6224.39,Month-to-month,No,Electronic check,No,No,No,No
CUST-00692,58,39.14,2450.32,Two year,No,Credit card,No,No,No,No
CUST-00693,68,67.78,4319.38,Month-to-month,DSL,Mailed check,No,No,No,No
CUST-00694,69,70.54,4689.23,One year,Fiber optic,Electronic check,Yes,Yes,No,No
CUST-00695,7,55.72,381.15,Two year,Fiber optic,Credit card,No,Yes,No,No
CUST-00696,19,77.45,1466.59,One year,Fiber optic,Electronic check,No,No,Yes,Yes
CUST-00697,52,48.27,2507.59,Month-to-month,Fiber optic,Mailed check,Yes,No,No,Yes
CUST-00698,43,79.24,3601.51,Two year,No,Credit card,No,Yes,No,No
CUST-00699,4,80.24,334.85,One year,Fiber optic,Bank transfer,No,No,No,Yes
CUST-00700,7,18.0,116.3,One year,DSL,Mailed check,Yes,No,No,No
CUST-00701,38,95.57,3605.52,Two year,DSL,Mailed check,No,Yes,Yes,Yes
CUST-00702,45,18.0,825.3,One year,DSL,Electronic check,No,Yes,No,No
CUST-00703,13,52.21,674.43,Month-to-month,Fiber optic,Credit card,No,No,No,No
CUST-00704,13,91.61,1120.55,Two year,DSL,Electronic check,No,No,No,Yes
CUST-00705,10,59.39,584.16,Month-to-month,DSL,Electronic check,No,Yes,No,No
CUST-00706,41,31.81,1285.77,Two year,DSL,Electronic check,No,No,No,No
CUST-00707,1,40.75,38.71,Month-to-month,Fiber optic,Credit card,Yes,No,No,Yes
CUST-00708,42,91.65,4007.16,Month-to-month,DSL,Bank transfer,No,No,No,Yes
CUST-00709,35,20.88,709.92,Month-to-month,Fiber optic,Mailed check,No,Yes,No,No
CUST-00710,34,94.1,3244.95,Month-to-month,DSL,Credit card,No,Yes,No,Yes
CUST-00711,49,65.68,3226.42,Two year,Fiber optic,Electronic check,No,Yes,No,No
CUST-00712,38,38.38,1546.51,Month-to-month,Fiber optic,Credit card,No,No,No,Yes
CUST-00713,53,53.01,2639.62,One year,DSL,Electronic check,No,No,No,No
CUST-00714,56,42.59,2237.84,Month-to-month,Fiber optic,Mailed check,No,No,No,No
CUST-00715,67,87.79,5694.01,Two year,No,Electronic check,No,Yes,No,No
CUST-00716,58,84.58,4851.65,Month-to-month,No,Credit card,No,No,Yes,Yes
CUST-00717,38,25.74,946.59,Month-to-month,Fiber optic,Credit card,Yes,No,Yes,Yes
CUST-00718,36,57.31,2150.04,Month-to-month,Fiber optic,Bank transfer,Yes,No,No,No
CUST-00719,17,46.28,754.69,Month-to-month,Fiber optic,Electronic check,No,No,No,Yes
CUST-00720,44,98.04,4027.17,Two year,No,Electronic check,Yes,No,No,No
CUST-00721,11,34.6,375.35,Two year,DSL,Mailed check,Yes,Yes,No,No
CUST-00722,68,105.5,7487.8,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,Yes
CUST-00723,61,66.2,4264.7,Month-to-month,DSL,Electronic check,No,No,No,No
CUST-00724,9,39.11,365.13,Month-to-month,Fiber optic,Bank transfer,No,Yes,No,Yes
CUST-00725,57,50.75,2919.54,Month-to-month,DSL,Bank transfer,No,Yes,No,No
CUST-00726,9,47.76,445.26,One year,DSL,Credit card,No,No,No,Yes
CUST-00727,52,36.41,1948.27,Month-to-month,Fiber optic,Mailed check,No,Yes,No,Yes
CUST-00728,7,69.28,464.35,One year,DSL,Electronic check,Yes,No,No,Yes
CUST-00729,36,37.53,1362.05,Two year,Fiber optic,Mailed check,Yes,No,No,No
CUST-00730,48,18.0,901.41,Month-to-month,DSL,Electronic check,Yes,No,No,No
CUST-00731,53,57.89,2978.39,Month-to-month,DSL,Bank transfer,Yes,Yes,No,No
CUST-00732,31,23.73,753.75,Month-to-month,No,Credit card,No,No,No,Yes
CUST-00733,67,48.95,3269.93,Month-to-month,DSL,Electronic check,Yes,No,No,No
CUST-00734,56,45.18,2531.36,Month-to-month,No,Electronic check,No,No,No,No
CUST-00735,15,46.09,646.0,One year,Fiber optic,Credit card,No,No,No,No
CUST-00736,49,115.02,5785.87,Month-to-month,No,Mailed check,No,No,No,No
CUST-00737,53,68.35,3834.51,One year,Fiber optic,Bank transfer,No,Yes,No,Yes
CUST-00738,25,72.89,1717.71,Two year,DSL,Bank transfer,No,Yes,Yes,Yes
CUST-00739,54,24.37,1287.79,Two year,Fiber optic,Bank transfer,No,No,No,No
CUST-00740,65,51.3,3093.71,One year,No,Electronic check,No,No,Yes,No
CUST-00741,59,72.17,3937.58,Month-to-month,No,Credit card,No,No,No,No
CUST-00742,55,42.41,2515.29,Month-to-month,Fiber optic,Credit card,No,Yes,No,Yes
CUST-00743,46,88.79,4080.07,Month-to-month,DSL,Electronic check,No,Yes,No,Yes
CUST-00744,20,38.14,745.17,Two year,DSL,Electronic check,Yes,No,No,No
CUST-00745,58,60.13,3361.92,Two year,Fiber optic,Bank transfer,No,No,No,No
CUST-00746,27,52.93,1538.87,Month-to-month,DSL,Bank transfer,No,Yes,No,No
CUST-00747,39,70.94,2656.99,Month-to-month,DSL,Mailed check,Yes,No,No,No
CUST-00748,23,51.63,1230.37,Month-to-month,DSL,Bank transfer,Yes,No,No,No
CUST-00749,23,60.5,1343.36,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,Yes,Yes
CUST-00750,12,61.33,685.38,Two year,No,Mailed check,Yes,No,No,No
CUST-00751,70,49.37,3557.24,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,Yes
CUST-00752,11,78.64,796.06,Month-to-month,DSL,Electronic check,No,No,No,Yes
CUST-00753,7,72.72,523.35,Month-to-month,Fiber optic,Mailed check,No,Yes,No,Yes
CUST-00754,68,64.87,4234.98,Month-to-month,Fiber optic,Credit card,No,No,No,Yes
CUST-00755,40,56.67,2356.06,Month-to-month,Fiber optic,Bank transfer,No,Yes,No,Yes
CUST-00756,32,86.12,2874.78,Two year,Fiber optic,Mailed check,Yes,No,Yes,No
CUST-00757,54,61.34,3431.13,Month-to-month,DSL,Credit card,No,No,No,No
CUST-00758,28,59.64,1542.87,One year,DSL,Mailed check,Yes,No,No,No
CUST-00759,10,69.51,717.76,Month-to-month,DSL,Mailed check,Yes,No,Yes,No
CUST-00760,53,107.72,6156.89,Month-to-month,DSL,Electronic check,No,No,Yes,Yes
CUST-00761,13,34.83,434.14,Month-to-month,Fiber optic,Bank transfer,No,Yes,No,Yes
CUST-00762,40,85.48,3295.69,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,Yes
CUST-00763,69,21.56,1562.27,Month-to-month,DSL,Credit card,No,No,No,Yes
CUST-00764,68,72.21,4643.47,Month-to-month,DSL,Electronic check,No,No,Yes,Yes
CUST-00765,26,104.8,2794.81,Two year,DSL,Mailed check,No,Yes,No,No
CUST-00766,57,78.73,4670.72,One year,Fiber optic,Electronic check,No,Yes,No,No
CUST-00767,45,71.1,2962.56,Two year,DSL,Credit card,Yes,No,No,No
CUST-00768,35,53.55,1890.37,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,No
CUST-00769,11,67.75,754.3,One year,DSL,Bank transfer,No,Yes,No,No
CUST-00770,28,60.95,1652.93,One year,Fiber optic,Bank transfer,No,No,No,No
CUST-00771,47,48.14,2398.82,Month-to-month,DSL,Electronic check,Yes,Yes,No,No
CUST-00772,72,60.04,4089.62,Month-to-month,Fiber optic,Mailed check,Yes,Yes,No,Yes
CUST-00773,1,71.76,70.2,Month-to-month,DSL,Electronic check,Yes,Yes,No,Yes
CUST-00774,52,48.59,2667.64,One year,Fiber optic,Bank transfer,No,No,No,No
CUST-00775,61,47.65,2762.78,Month-to-month,DSL,Credit card,Yes,No,Yes,No
CUST-00776,69,34.35,2492.02,Month-to-month,Fiber optic,Mailed check,No,Yes,No,Yes
CUST-00777,31,76.38,2208.31,Two year,DSL,Credit card,Yes,No,No,No
CUST-00778,9,80.09,719.57,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,Yes
CUST-00779,20,72.56,1352.6,Two year,Fiber optic,Mailed check,Yes,Yes,No,No
CUST-00780,62,90.16,5749.03,Two year,DSL,Credit card,No,No,No,Yes
CUST-00781,64,69.11,4628.69,Two year,Fiber optic,Credit card,Yes,No,No,No
CUST-00782,46,76.41,3711.61,One year,Fiber optic,Electronic check,No,No,No,No
CUST-00783,9,74.29,720.09,Month-to-month,DSL,Bank transfer,No,No,No,Yes
CUST-00784,9,64.8,599.25,One year,DSL,Credit card,No,No,No,No
CUST-00785,35,54.26,1980.86,One year,No,Bank transfer,Yes,No,No,No
CUST-00786,43,120.14,5170.78,One year,Fiber optic,Bank transfer,No,No,Yes,Yes
CUST-00787,3,56.15,179.57,Month-to-month,DSL,Electronic check,Yes,Yes,No,No
CUST-00788,50,51.02,2609.68,Month-to-month,DSL,Electronic check,No,No,No,Yes
CUST-00789,40,77.42,3286.85,Month-to-month,Fiber optic,Bank transfer,No,No,No,No
CUST-00790,1,73.04,69.95,Month-to-month,DSL,Mailed check,No,Yes,Yes,Yes
CUST-00791,7,33.29,232.91,One year,Fiber optic,Electronic check,No,No,No,Yes
CUST-00792,33,93.94,3214.01,Two year,No,Electronic check,No,No,No,No
CUST-00793,53,64.74,3268.02,One year,DSL,Mailed check,No,Yes,No,Yes
CUST-00794,60,40.34,2308.61,One year,DSL,Mailed check,Yes,No,No,No
CUST-00795,32,95.53,3290.78,Month-to-month,DSL,Mailed check,No,No,No,Yes
CUST-00796,22,82.02,1785.56,Month-to-month,Fiber optic,Mailed check,Yes,No,No,No
CUST-00797,70,36.65,2434.89,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes
CUST-00798,34,109.65,3627.57,Month-to-month,DSL,Credit card,No,No,No,No
CUST-00799,23,82.81,1873.36,Month-to-month,DSL,Bank transfer,No,No,No,No
CUST-00800,32,66.76,2178.39,Month-to-month,DSL,Electronic check,No,Yes,No,No
CUST-00801,1,105.17,112.29,Month-to-month,Fiber optic,Mailed check,No,No,No,No
CUST-00802,22,70.82,1679.34,One year,DSL,Mailed check,No,No,No,No
CUST-00803,38,66.33,2581.72,Month-to-month,Fiber optic,Bank transfer,No,No,No,Yes
CUST-00804,67,51.15,3536.67,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,No
CUST-00805,54,80.96,4247.21,Month-to-month,No,Bank transfer,No,No,No,No
CUST-00806,57,78.44,4726.58,One year,DSL,Bank transfer,Yes,No,No,No
CUST-00807,40,67.35,2572.36,One year,DSL,Electronic check,No,Yes,No,No
CUST-00808,8,48.04,360.12,Month-to-month,No,Electronic check,No,No,No,No
CUST-00809,29,70.12,2187.46,Month-to-month,Fiber optic,Electronic check,No,No,No,Yes
CUST-00810,72,65.32,4977.05,Two year,No,Mailed check,Yes,No,Yes,No
CUST-00811,4,35.0,135.6,One year,DSL,Mailed check,Yes,No,No,No
CUST-00812,64,31.68,2084.35,One year,DSL,Bank transfer,No,Yes,No,No
CUST-00813,50,80.56,4006.74,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No
CUST-00814,21,18.0,367.3,Two year,Fiber optic,Bank transfer,No,Yes,No,Yes
CUST-00815,57,71.93,3960.13,Two year,Fiber optic,Electronic check,Yes,No,No,No
CUST-00816,61,55.53,3190.07,Month-to-month,Fiber optic,Mailed check,No,No,No,Yes
CUST-00817,4,98.4,396.71,One year,Fiber optic,Bank transfer,No,Yes,No,Yes
CUST-00818,8,55.16,437.51,Month-to-month,DSL,Electronic check,No,No,No,Yes
CUST-00819,48,82.83,3983.59,One year,DSL,Electronic check,Yes,No,No,No
CUST-00820,72,57.47,3949.39,Month-to-month,Fiber optic,Mailed check,No,No,No,Yes
CUST-00821,2,69.73,149.25,Month-to-month,DSL,Bank transfer,No,Yes,No,No
CUST-00822,48,84.68,4154.77,Two year,No,Electronic check,No,No,No,No
CUST-00823,10,55.9,594.74,Two year,DSL,Credit card,No,No,Yes,No
CUST-00824,47,90.92,4006.09,Month-to-month,DSL,Credit card,No,Yes,Yes,No
CUST-00825,45,43.15,1979.92,Two year,DSL,Credit card,Yes,No,Yes,No
CUST-00826,7,74.07,547.48,Month-to-month,Fiber optic,Electronic check,No,No,No,Yes
CUST-00827,50,89.14,4336.43,Month-to-month,Fiber optic,Bank transfer,No,No,No,Yes
CUST-00828,65,82.84,5121.95,Two year,No,Electronic check,No,No,No,No
CUST-00829,63,112.99,6850.74,Month-to-month,DSL,Credit card,No,Yes,No,Yes
CUST-00830,3,48.68,140.73,Month-to-month,DSL,Mailed check,Yes,No,No,No
CUST-00831,18,33.9,605.04,One year,No,Electronic check,Yes,Yes,No,No
CUST-00832,18,43.14,754.9,Month-to-month,Fiber optic,Electronic check,No,No,No,No
CUST-00833,33,82.85,2633.99,Month-to-month,Fiber optic,Credit card,No,Yes,No,Yes
CUST-00834,11,78.95,889.09,Month-to-month,DSL,Credit card,Yes,Yes,No,No
CUST-00835,62,69.45,3997.96,One year,Fiber optic,Mailed check,No,No,No,No
CUST-00836,56,40.05,2185.51,Month-to-month,DSL,Mailed check,No,No,No,No
CUST-00837,59,85.4,5191.57,Month-to-month,DSL,Bank transfer,No,Yes,No,No
CUST-00838,15,37.61,534.89,One year,DSL,Credit card,Yes,No,No,No
CUST-00839,2,94.81,181.15,Month-to-month,Fiber optic,Bank transfer,No,Yes,No,No
CUST-00840,66,125.0,7854.88,Month-to-month,DSL,Mailed check,No,No,No,No
CUST-00841,21,75.79,1464.5,One year,Fiber optic,Bank transfer,No,Yes,No,No
CUST-00842,48,80.99,3871.2,One year,No,Credit card,No,No,No,No
CUST-00843,66,55.17,3372.62,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,Yes
CUST-00844,3,23.55,68.08,Two year,No,Mailed check,Yes,No,Yes,Yes
CUST-00845,1,52.53,56.69,One year,DSL,Electronic check,No,No,No,No
CUST-00846,1,40.77,43.5,Month-to-month,Fiber optic,Mailed check,Yes,No,No,Yes
CUST-00847,12,32.27,369.59,One year,DSL,Credit card,No,No,No,No
CUST-00848,4,108.34,420.19,One year,Fiber optic,Electronic check,No,Yes,No,No
CUST-00849,60,73.55,4387.37,One year,DSL,Bank transfer,No,Yes,Yes,Yes
CUST-00850,44,76.11,3533.38,Month-to-month,No,Electronic check,No,No,No,No
CUST-00851,71,59.58,4435.02,One year,DSL,Credit card,Yes,Yes,No,No
CUST-00852,58,62.85,3427.31,Two year,Fiber optic,Credit card,No,No,No,No
CUST-00853,70,90.15,5931.31,One year,DSL,Mailed check,No,No,No,No
CUST-00854,18,66.22,1176.08,Two year,No,Bank transfer,Yes,No,No,No
CUST-00855,21,79.74,1773.7,One year,DSL,Electronic check,Yes,No,No,No
CUST-00856,62,62.3,4098.73,Two year,Fiber optic,Credit card,No,No,No,Yes
CUST-00857,18,58.79,991.74,Two year,Fiber optic,Bank transfer,Yes,No,Yes,No
CUST-00858,5,33.23,168.13,Month-to-month,No,Electronic check,No,No,No,Yes
CUST-00859,49,19.53,904.25,Month-to-month,Fiber optic,Credit card,Yes,No,Yes,No
CUST-00860,58,60.72,3626.64,One year,Fiber optic,Electronic check,No,No,No,Yes
CUST-00861,70,68.36,5104.03,Month-to-month,DSL,Bank transfer,No,No,No,No
CUST-00862,67,36.13,2403.19,One year,Fiber optic,Electronic check,No,No,No,No
CUST-00863,9,66.17,555.8,One year,No,Bank transfer,No,Yes,No,No
CUST-00864,56,68.29,3872.73,Two year,Fiber optic,Electronic check,Yes,No,No,No
CUST-00865,61,18.0,1081.93,Month-to-month,DSL,Electronic check,No,No,No,No
CUST-00866,51,45.04,2411.3,One year,No,Mailed check,Yes,Yes,No,No
CUST-00867,60,76.77,4488.54,Month-to-month,No,Credit card,No,Yes,No,No
CUST-00868,61,76.29,4932.83,Month-to-month,No,Electronic check,Yes,No,No,No
CUST-00869,33,39.31,1250.26,Month-to-month,No,Bank transfer,Yes,Yes,Yes,No
CUST-00870,3,70.8,200.76,Month-to-month,Fiber optic,Mailed check,No,No,Yes,Yes
CUST-00871,33,91.54,2927.29,Month-to-month,No,Credit card,Yes,No,No,No
CUST-00872,15,85.65,1189.15,One year,No,Electronic check,No,No,No,Yes
CUST-00873,9,64.71,562.01,One year,DSL,Bank transfer,No,Yes,No,Yes
CUST-00874,9,55.77,514.79,Month-to-month,Fiber optic,Credit card,No,No,No,Yes
CUST-00875,51,51.9,2495.41,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes
CUST-00876,37,78.23,2714.52,Month-to-month,DSL,Mailed check,No,No,No,Yes
CUST-00877,39,71.68,2631.09,Two year,DSL,Credit card,No,No,No,No
CUST-00878,54,82.11,4134.24,Two year,Fiber optic,Electronic check,Yes,No,No,No
CUST-00879,40,70.16,2974.62,Month-to-month,Fiber optic,Mailed check,No,Yes,No,No
CUST-00880,46,86.65,4269.13,Month-to-month,DSL,Electronic check,No,No,No,Yes
CUST-00881,7,69.27,449.71,Month-to-month,Fiber optic,Credit card,No,No,No,No
CUST-00882,62,85.83,5542.89,One year,No,Credit card,No,No,No,No
CUST-00883,33,87.9,3010.76,Month-to-month,Fiber optic,Bank transfer,No,Yes,No,Yes
CUST-00884,12,47.69,617.78,Month-to-month,Fiber optic,Bank transfer,No,No,No,Yes
CUST-00885,59,23.6,1358.51,Month-to-month,Fiber optic,Mailed check,No,No,Yes,Yes
CUST-00886,53,104.04,5324.88,Month-to-month,No,Electronic check,Yes,No,No,Yes
CUST-00887,4,73.16,290.44,Month-to-month,No,Electronic check,No,No,No,Yes
CUST-00888,14,25.85,382.55,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,Yes
CUST-00889,2,49.87,103.39,One year,Fiber optic,Electronic check,No,Yes,No,Yes
CUST-00890,20,85.52,1702.63,Month-to-month,Fiber optic,Bank transfer,No,No,No,Yes
CUST-00891,8,60.29,462.61,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes
CUST-00892,52,54.71,2948.25,Month-to-month,DSL,Electronic check,No,Yes,No,Yes
CUST-00893,38,100.62,4040.45,Month-to-month,Fiber optic,Mailed check,Yes,Yes,No,No
CUST-00894,71,41.87,2925.18,One year,DSL,Electronic check,No,Yes,No,No
CUST-00895,54,47.84,2653.04,Two year,Fiber optic,Electronic check,No,No,No,Yes
CUST-00896,45,72.07,3191.37,Month-to-month,DSL,Electronic check,Yes,No,No,No
CUST-00897,37,76.37,2815.97,Two year,Fiber optic,Electronic check,No,Yes,Yes,Yes
CUST-00898,4,78.91,316.9,One year,Fiber optic,Bank transfer,No,No,Yes,No
CUST-00899,6,88.87,556.74,One year,Fiber optic,Bank transfer,No,No,No,Yes
CUST-00900,45,71.77,3476.4,Month-to-month,Fiber optic,Credit card,No,No,No,Yes
CUST-00901,1,78.75,78.05,Month-to-month,Fiber optic,Bank transfer,No,Yes,No,Yes
CUST-00902,4,60.78,236.99,Month-to-month,No,Bank transfer,No,No,No,Yes
CUST-00903,16,68.5,1073.83,Two year,Fiber optic,Credit card,Yes,Yes,Yes,No
CUST-00904,64,69.58,4192.27,One year,Fiber optic,Mailed check,Yes,Yes,No,No
CUST-00905,34,72.16,2373.73,Month-to-month,Fiber optic,Bank transfer,Yes,No,No,Yes
CUST-00906,52,85.54,4153.76,Month-to-month,DSL,Mailed check,Yes,No,No,Yes
CUST-00907,30,80.32,2381.8,Month-to-month,No,Electronic check,No,Yes,No,No
CUST-00908,13,68.06,837.69,Month-to-month,DSL,Electronic check,No,No,No,Yes
CUST-00909,27,47.58,1253.09,One year,DSL,Electronic check,No,No,No,No
CUST-00910,7,68.62,502.9,Month-to-month,DSL,Credit card,Yes,No,No,No
CUST-00911,56,66.33,3563.48,One year,Fiber optic,Electronic check,No,No,Yes,Yes
CUST-00912,14,71.64,1020.92,One year,No,Bank transfer,No,No,No,No
CUST-00913,28,119.96,3574.48,One year,DSL,Credit card,Yes,No,No,Yes
CUST-00914,71,54.43,3905.91,Two year,Fiber optic,Mailed check,No,Yes,Yes,No
CUST-00915,43,77.13,3154.1,Month-to-month,DSL,Electronic check,Yes,No,No,No
CUST-00916,34,92.64,3071.53,One year,Fiber optic,Mailed check,No,No,No,Yes
CUST-00917,40,69.35,2814.11,One year,Fiber optic,Electronic check,No,No,No,Yes
CUST-00918,57,123.11,7024.69,Month-to-month,No,Credit card,Yes,Yes,No,No
CUST-00919,19,57.93,1038.79,Month-to-month,Fiber optic,Bank transfer,Yes,No,No,Yes
CUST-00920,46,74.78,3410.6,Month-to-month,DSL,Bank transfer,No,No,No,Yes
CUST-00921,63,47.83,3034.05,Month-to-month,No,Mailed check,Yes,No,No,No
CUST-00922,42,58.56,2367.96,Month-to-month,DSL,Bank transfer,No,Yes,No,No
CUST-00923,33,72.97,2451.33,Month-to-month,Fiber optic,Bank transfer,No,Yes,No,Yes
CUST-00924,11,87.31,894.36,One year,DSL,Electronic check,Yes,No,No,Yes
CUST-00925,18,74.66,1308.75,Month-to-month,DSL,Electronic check,No,Yes,No,No
CUST-00926,69,97.22,7034.76,Month-to-month,Fiber optic,Electronic check,No,No,No,Yes
CUST-00927,39,64.72,2426.87,Month-to-month,Fiber optic,Mailed check,Yes,No,No,Yes
CUST-00928,22,59.03,1320.51,Month-to-month,DSL,Credit card,No,No,Yes,No
CUST-00929,31,125.0,3819.22,Two year,No,Bank transfer,No,No,No,No
CUST-00930,42,76.46,3117.02,Month-to-month,Fiber optic,Mailed check,No,Yes,No,Yes
CUST-00931,39,49.73,2068.6,Month-to-month,Fiber optic,Credit card,Yes,No,No,Yes
CUST-00932,51,50.34,2502.96,Month-to-month,No,Electronic check,Yes,No,No,No
CUST-00933,19,44.38,807.69,Month-to-month,Fiber optic,Electronic check,No,No,No,Yes
CUST-00934,47,89.48,4480.97,One year,Fiber optic,Credit card,No,No,No,No
CUST-00935,32,58.25,1937.35,One year,DSL,Credit card,Yes,Yes,No,No
CUST-00936,68,70.06,4902.66,Month-to-month,Fiber optic,Bank transfer,No,No,No,No
CUST-00937,12,65.48,729.13,One year,Fiber optic,Electronic check,No,No,No,No
CUST-00938,11,84.56,875.27,Month-to-month,DSL,Credit card,No,Yes,No,Yes
CUST-00939,34,46.68,1622.25,Two year,DSL,Bank transfer,No,Yes,No,No
CUST-00940,37,41.19,1453.18,One year,DSL,Bank transfer,No,Yes,No,No
CUST-00941,50,72.38,3460.13,Month-to-month,Fiber optic,Electronic check,No,No,No,Yes
CUST-00942,30,81.42,2551.69,One year,DSL,Mailed check,No,Yes,Yes,No
CUST-00943,66,74.98,4779.18,Two year,DSL,Credit card,No,No,No,No
CUST-00944,35,47.57,1550.82,Month-to-month,DSL,Credit card,No,No,No,No
CUST-00945,10,83.26,770.85,Two year,DSL,Bank transfer,No,No,No,No
